Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,Div,SBV,GP,W%,W,L,MVPs,P,SP,NP,G,A,Sv,Sh,Sh%,PPG,GPG,APG,SvPG,ShPG
Rival,RSC005790,,Free Agent,Free Agent,N/A,N/A,3.03,7,0.143,1,6,0,1726,730,996,1,2,8,13,0.077,246.57,0.14,0.29,1.14,1.86
Rival,RSC007301,DeathFletch,Funk Hunks,Vibe Tribe,Lunar,N/A,48.11,44,0.523,23,21,8,14685,8120,6565,26,19,67,122,0.213,333.73,0.59,0.43,1.52,2.77
Rival,RSC007201,FallenAngel,Funk Hunks,Vibe Tribe,Lunar,N/A,46.62,57,0.491,28,29,6,18263,10390,7873,41,27,70,144,0.285,320.39,0.72,0.47,1.23,2.53
Rival,RSC006658,MrSilent_714,Funk Hunks,Vibe Tribe,Lunar,N/A,50.73,47,0.532,25,22,8,15739,8910,6829,38,24,57,106,0.358,334.87,0.81,0.51,1.21,2.26
Rival,RSC005555,iviGhost,Funk Hunks,Vibe Tribe,Lunar,N/A,56.05,40,0.525,21,19,11,14084,8100,5984,34,18,56,100,0.340,352.08,0.85,0.45,1.40,2.50
Rival,RSC007131,BankShark,Hammerheads,Shark Attack,Solar,N/A,62.84,53,0.642,34,19,7,17260,10710,6550,52,39,44,136,0.382,325.66,0.98,0.74,0.83,2.57
Rival,RSC007007,Lukemsnookems,Hammerheads,Shark Attack,Solar,N/A,28.83,11,0.455,5,6,1,3030,1790,1240,7,4,13,24,0.292,275.45,0.64,0.36,1.18,2.18
Rival,RSC006315,bigbadbullman13,Hammerheads,Shark Attack,Solar,N/A,93.72,60,0.600,36,24,19,25040,15010,10030,67,51,79,181,0.370,417.32,1.12,0.85,1.32,3.02
Rival,RSC005677,z2kay,Hammerheads,Shark Attack,Solar,N/A,76.32,64,0.609,39,25,11,24006,14500,9506,68,46,73,175,0.389,375.09,1.06,0.72,1.14,2.73
Rival,RSC005956,I.R.O.H.,Heavy Metal,The Pit,Lunar,N/A,11.26,22,0.227,5,17,1,5317,2400,2917,7,8,16,50,0.140,241.68,0.32,0.36,0.73,2.27
Rival,RSC005702,Jaegie,Heavy Metal,The Pit,Lunar,N/A,54.31,59,0.542,32,27,11,20069,11300,8769,46,27,74,165,0.279,340.14,0.78,0.46,1.25,2.80
Rival,RSC006604,K.,Heavy Metal,The Pit,Lunar,N/A,63.18,39,0.231,9,10,2,14964,3300,11664,11,17,19,40,0.275,383.69,0.87,0.51,1.67,2.36
Rival,RSC006604,K.,Heavy Metal,The Pit,Lunar,N/A,65.12,39,0.615,24,15,8,14964,8570,6394,34,20,65,92,0.370,383.69,0.87,0.51,1.67,2.36
Rival,RSC007476,diazrl,Heavy Metal,The Pit,Lunar,N/A,54.67,48,0.604,29,19,11,16989,9140,7849,32,21,71,134,0.239,353.92,0.67,0.44,1.48,2.79
Rival,RSC006086,13o0k,Hippos,Safari,Solar,N/A,60.16,64,0.547,35,29,13,22918,12470,10448,37,51,96,142,0.261,358.09,0.58,0.80,1.50,2.22
Rival,RSC006319,Cowtooth,Hippos,Safari,Solar,N/A,60.72,60,0.550,33,27,12,21587,12270,9317,45,33,90,162,0.278,359.78,0.75,0.55,1.50,2.70
Rival,RSC003142,Fish,Hippos,Safari,Solar,N/A,82.67,60,0.583,35,25,10,23943,14850,9093,81,34,69,160,0.506,399.05,1.35,0.57,1.15,2.67
Rival,RSC001997,1999 Toyota Supra,Hot Wings,Fifty-Fifty Pizzeria,Lunar,N/A,61.2,13,0.615,8,5,0,4246,2370,1876,7,12,14,37,0.189,326.54,0.54,0.92,1.08,2.85
Rival,RSC006044,HybridParagon,Hot Wings,Fifty-Fifty Pizzeria,Lunar,N/A,63.16,46,0.587,27,19,5,16035,9790,6245,42,32,59,104,0.404,348.57,0.91,0.70,1.28,2.26
Rival,RSC003498,Merioch,Hot Wings,Fifty-Fifty Pizzeria,Lunar,N/A,39.13,60,0.550,33,27,2,18116,10040,8076,37,36,68,114,0.325,301.92,0.62,0.60,1.13,1.90
Rival,RSC006417,TangentRL,Hot Wings,Fifty-Fifty Pizzeria,Lunar,N/A,107.38,60,0.550,33,27,25,27330,16860,10470,85,38,85,221,0.385,455.50,1.42,0.63,1.42,3.68
Rival,RSC005263,DonYvan,Hue Heroes,Art Club,Solar,N/A,49.74,60,0.417,25,35,11,19998,11380,8618,46,24,79,163,0.282,333.30,0.77,0.40,1.32,2.72
Rival,RSC005316,Modoz,Hue Heroes,Art Club,Solar,N/A,53.98,52,0.423,22,30,12,18467,10570,7897,46,22,74,117,0.393,355.12,0.89,0.42,1.42,2.25
Rival,RSC007144,The_Killerwon,Hue Heroes,Art Club,Solar,N/A,33.51,16,0.375,6,10,1,4679,2490,2189,8,10,18,29,0.276,292.38,0.50,0.63,1.13,1.81
Rival,RSC006528,mxWEBBY,Hue Heroes,Art Club,Solar,N/A,33.78,56,0.482,27,29,4,16500,7980,8520,24,33,54,123,0.195,294.64,0.43,0.59,0.96,2.20
Rival,RSC006199,Irozuh-,Hydras,The Forest,Solar,N/A,19.01,4,3.250,13,20,5,980,6180,-5200,25,19,39,78,0.321,245.00,0.50,0.25,0.75,1.25
Rival,RSC006199,Irozuh-,Hydras,The Forest,Solar,N/A,2.65,4,0.000,0,4,0,980,450,530,2,1,3,5,0.400,245.00,0.50,0.25,0.75,1.25
Rival,RSC007207,.S,Iris,Flower Road,Lunar,N/A,84.05,62,0.677,42,20,15,24233,13980,10253,67,39,62,223,0.300,390.84,1.08,0.63,1.00,3.60
Rival,RSC006448,Burger.101,Iris,Flower Road,Lunar,N/A,82.26,60,0.667,40,20,16,22361,13680,8681,67,47,55,188,0.356,372.68,1.12,0.78,0.92,3.13
Rival,RSC005689,Seer,Iris,Flower Road,Lunar,N/A,59.46,47,0.681,32,15,5,15684,9170,6514,37,31,53,127,0.291,333.70,0.79,0.66,1.13,2.70
Rival,RSC007154,TheBannGG,Iris,Flower Road,Lunar,N/A,35.34,11,0.636,7,4,2,3155,1720,1435,4,5,15,32,0.125,286.73,0.36,0.46,1.36,2.91
Rival,RSC007260,Veoloux,Iris,Flower Road,Lunar,N/A,84.65,54,0.537,29,25,15,22758,13400,9358,51,35,99,160,0.319,421.44,0.94,0.65,1.83,2.96
Rival,RSC006174,I like bananas,Lacuna,Event Horizon,Solar,N/A,77.7,43,0.651,28,15,9,15883,9790,6093,52,29,38,124,0.419,369.35,1.21,0.67,0.88,2.88
Rival,RSC000170,Nathanry,Lacuna,Event Horizon,Solar,N/A,57.73,59,0.576,34,25,15,20691,11470,9221,43,34,79,152,0.283,350.68,0.73,0.58,1.34,2.58
Rival,RSC004264,img00se.,Lacuna,Event Horizon,Solar,N/A,44.29,43,0.628,27,16,8,13048,7410,5638,25,29,50,96,0.260,303.44,0.58,0.67,1.16,2.23
Rival,RSC003040,Chung,Necrotic Nerds,Ghoul School,Solar,N/A,54.85,45,0.400,18,27,4,15383,8700,6683,34,21,59,130,0.262,341.84,0.76,0.47,1.31,2.89
Rival,RSC002453,Ghostie,Necrotic Nerds,Ghoul School,Solar,N/A,41.13,20,0.250,5,15,3,6786,3600,3186,14,6,29,45,0.311,339.30,0.70,0.30,1.45,2.25
Rival,RSC006307,Goddess Wynn,Necrotic Nerds,Ghoul School,Solar,N/A,68,52,0.346,18,34,11,19612,11570,8042,54,23,70,152,0.355,377.15,1.04,0.44,1.35,2.92
Rival,RSC003118,Mysty,Necrotic Nerds,Ghoul School,Solar,N/A,25.65,40,0.275,11,29,1,10984,5830,5154,18,22,44,73,0.247,274.58,0.45,0.55,1.10,1.83
Rival,RSC003118,Mysty,Necrotic Nerds,Ghoul School,Solar,N/A,24.27,40,0.000,0,1,0,10984,70,10914,0,1,0,2,0.000,274.58,0.45,0.55,1.10,1.83
Rival,RSC004207,QX5Z,Necrotic Nerds,Ghoul School,Solar,N/A,42.44,30,0.433,13,17,1,9270,4890,4380,17,20,31,64,0.266,309.00,0.57,0.67,1.03,2.13
Rival,RSC006654,Chicken,Ocelots,The Jungle,Solar,N/A,42.9,58,0.552,32,26,6,18280,10230,8050,42,25,68,138,0.304,315.16,0.72,0.43,1.17,2.38
Rival,RSC004365,Mattixbigs,Ocelots,The Jungle,Solar,N/A,58.74,30,0.533,16,14,8,10969,6130,4839,20,21,50,58,0.345,365.63,0.67,0.70,1.67,1.93
Rival,RSC004365,Mattixbigs,Ocelots,The Jungle,Solar,N/A,56.05,30,0.000,0,1,0,10969,130,10839,1,0,0,3,0.333,365.63,0.67,0.70,1.67,1.93
Rival,RSC005493,NJ111_,Ocelots,The Jungle,Solar,N/A,69.62,56,0.607,34,22,12,20708,12290,8418,57,33,69,149,0.383,369.77,1.02,0.59,1.23,2.66
Rival,RSC005294,mogulmaniac5480,Ocelots,The Jungle,Solar,N/A,56.86,44,0.500,22,22,9,15662,8610,7052,29,28,66,101,0.287,355.95,0.66,0.64,1.50,2.30
Rival,RSC002897,VickyViksta,Panda Bears,The Bear Den,Lunar,N/A,101.05,2,11.500,23,25,9,626,9750,-9124,42,23,62,130,0.323,313.00,1.50,0.00,0.50,2.50
Rival,RSC002897,VickyViksta,Panda Bears,The Bear Den,Lunar,N/A,45.69,2,0.500,1,1,0,626,400,226,3,0,1,5,0.600,313.00,1.50,0.00,0.50,2.50
Rival,RSC004614,Bad_Example,Phantoms,The Monster Mash,Lunar,N/A,58.19,55,0.491,27,28,8,19698,10760,8938,42,33,72,131,0.321,358.13,0.76,0.60,1.31,2.38
Rival,RSC005507,T Sant,Phantoms,The Monster Mash,Lunar,N/A,43.14,53,0.321,17,36,8,18759,9560,9199,30,21,89,106,0.283,353.94,0.57,0.40,1.68,2.00
Rival,RSC005328,Wendeezfofofo,Phantoms,The Monster Mash,Lunar,N/A,64.37,60,0.467,28,32,12,22017,13250,8767,57,32,89,150,0.380,366.95,0.95,0.53,1.48,2.50
Rival,RSC007083,bear94621,Phantoms,The Monster Mash,Lunar,N/A,57.71,19,0.421,8,11,2,5955,3570,2385,15,15,16,52,0.288,313.42,0.79,0.79,0.84,2.74
Rival,RSC007186,Bushier Brow,Photons,The Quantum State,Solar,N/A,56.82,55,0.455,25,30,11,19033,10590,8443,46,28,62,149,0.309,346.05,0.84,0.51,1.13,2.71
Rival,RSC001966,Fynnatic,Photons,The Quantum State,Solar,N/A,38.45,47,0.489,23,24,2,13938,7380,6558,34,22,35,113,0.301,296.55,0.72,0.47,0.75,2.40
Rival,RSC005238,IAmHoba,Photons,The Quantum State,Solar,N/A,31.87,35,0.457,16,19,3,9915,5290,4625,15,22,40,69,0.217,283.26,0.43,0.63,1.14,1.97
Rival,RSC007314,wat,Photons,The Quantum State,Solar,N/A,63.63,51,0.471,24,27,13,19226,10630,8596,45,20,72,153,0.294,376.98,0.88,0.39,1.41,3.00
Rival,RSC005343,Cytrus-,Polar Bears,The Bear Den,Lunar,N/A,70.81,51,0.471,24,27,12,19626,11730,7896,45,31,87,133,0.338,384.82,0.88,0.61,1.71,2.61
Rival,RSC004283,Tragic Event,Polar Bears,The Bear Den,Lunar,N/A,56.52,37,0.514,19,18,2,12327,7320,5007,31,24,43,87,0.356,333.16,0.84,0.65,1.16,2.35
Rival,RSC005411,pineapple448,Polar Bears,The Bear Den,Lunar,N/A,50.94,31,0.452,14,17,2,9628,5870,3758,20,22,40,77,0.260,310.55,0.65,0.71,1.29,2.48
Rival,RSC005752,surge85,Polar Bears,The Bear Den,Lunar,N/A,66.58,59,0.492,29,30,13,23310,13280,10030,48,27,112,153,0.314,395.07,0.81,0.46,1.90,2.59
Rival,RSC004070,DR. BABIES,Polar Ice,Minty Fresh,Solar,N/A,33.05,50,0.340,17,33,2,14749,7730,7019,27,26,54,103,0.262,294.98,0.54,0.52,1.08,2.06
Rival,RSC002358,Eye_SleepyTTV,Polar Ice,Minty Fresh,Solar,N/A,42.76,52,0.327,17,35,6,17589,9550,8039,34,21,80,110,0.309,338.25,0.65,0.40,1.54,2.12
Rival,RSC002358,Eye_SleepyTTV,Polar Ice,Minty Fresh,Solar,N/A,41.51,52,0.077,4,0,0,17589,790,16799,4,3,4,4,1.000,338.25,0.65,0.40,1.54,2.12
Rival,RSC000828,MattViaAirwaves,Polar Ice,Minty Fresh,Solar,N/A,45.37,34,0.265,9,25,5,11411,6250,5161,28,11,41,85,0.329,335.59,0.82,0.32,1.21,2.50
Rival,RSC007164,drubus,Polar Ice,Minty Fresh,Solar,N/A,46.57,52,0.346,18,34,7,18210,9760,8450,33,24,84,106,0.311,350.19,0.64,0.46,1.62,2.04
Rival,RSC003094,Galvarino,Quads,The Quad Dynasty,Lunar,N/A,45.48,50,0.340,17,33,6,16320,8920,7400,31,27,66,117,0.265,326.40,0.62,0.54,1.32,2.34
Rival,RSC006863,Lt. Dan Band,Quads,The Quad Dynasty,Lunar,N/A,40.14,30,0.300,9,21,4,10239,5210,5029,21,10,40,61,0.344,341.30,0.70,0.33,1.33,2.03
Rival,RSC007054,Saucy Bowen,Quads,The Quad Dynasty,Lunar,N/A,21.64,16,0.250,4,12,0,4820,2380,2440,6,6,25,23,0.261,301.25,0.38,0.38,1.56,1.44
Rival,RSC005819,hank _,Quads,The Quad Dynasty,Lunar,N/A,30.03,33,0.364,12,21,0,9576,5050,4526,14,19,42,60,0.233,290.18,0.42,0.58,1.27,1.82
Rival,RSC006992,Des.,Rocky Road,Creme De Bonte,Solar,N/A,56.28,58,0.431,25,33,11,19933,10850,9083,43,35,65,155,0.277,343.66,0.74,0.60,1.12,2.67
Rival,RSC003697,Fluffy-Death,Rocky Road,Creme De Bonte,Solar,N/A,36.92,23,0.348,8,15,2,6791,4150,2641,19,11,26,40,0.475,295.26,0.83,0.48,1.13,1.74
Rival,RSC007057,Notsinoda,Rocky Road,Creme De Bonte,Solar,N/A,55.34,38,0.447,17,21,9,12678,7370,5308,29,21,47,107,0.271,333.63,0.76,0.55,1.24,2.82
Rival,RSC006960,tacless,Rocky Road,Creme De Bonte,Solar,N/A,33.84,26,0.346,9,17,1,7795,4210,3585,16,11,30,56,0.286,299.77,0.62,0.42,1.15,2.15
Rival,RSC002293,Corrupt_arrow,Ruthless Racket,The Syndicate,Lunar,N/A,53.13,39,0.333,13,26,8,14172,7740,6432,30,14,61,99,0.303,363.38,0.77,0.36,1.56,2.54
Rival,RSC002617,Peril,Ruthless Racket,The Syndicate,Lunar,N/A,37.11,16,0.438,7,9,2,4625,2500,2125,7,11,18,35,0.200,289.06,0.44,0.69,1.13,2.19
Rival,RSC002678,The Worst 1,Ruthless Racket,The Syndicate,Lunar,N/A,84.14,58,0.603,35,23,13,22509,14070,8439,60,38,83,202,0.297,388.07,1.03,0.66,1.43,3.48
Rival,RSC005210,baldmanstreamer,Ruthless Racket,The Syndicate,Lunar,N/A,74.42,63,0.571,36,27,13,24426,13920,10506,58,44,85,167,0.347,387.70,0.92,0.70,1.35,2.65
Rival,RSC007283,Joey711,Spearmint,Minty Fresh,Solar,N/A,86.27,4,5.250,21,28,14,1472,12290,-10818,49,20,98,149,0.329,368.00,1.00,0.25,1.75,3.00
Rival,RSC007283,Joey711,Spearmint,Minty Fresh,Solar,N/A,62.37,4,0.500,2,2,1,1472,920,552,4,1,7,12,0.333,368.00,1.00,0.25,1.75,3.00
Rival,RSC005873,DyLon37_Fanclub,Sultans,Monarchy,Lunar,N/A,52.03,43,0.488,21,22,5,15283,8330,6953,30,20,67,98,0.306,355.40,0.70,0.47,1.56,2.28
Rival,RSC005873,DyLon37_Fanclub,Sultans,Monarchy,Lunar,N/A,49.81,43,0.047,2,2,0,15283,680,14603,3,0,6,8,0.375,355.40,0.70,0.47,1.56,2.28
Rival,RSC006774,JazzMagic.,Sultans,Monarchy,Lunar,N/A,45.96,19,0.263,5,14,2,6263,3490,2773,14,9,24,44,0.318,329.58,0.74,0.47,1.26,2.32
Rival,RSC004970,Tgunn05,Sultans,Monarchy,Lunar,N/A,49.62,40,0.350,14,26,6,13528,7590,5938,28,19,57,99,0.283,338.18,0.70,0.48,1.43,2.48
Rival,RSC005253,dinnindu,Sultans,Monarchy,Lunar,N/A,19.16,10,0.200,2,8,0,2896,1530,1366,5,2,15,18,0.278,289.60,0.50,0.20,1.50,1.80
Rival,RSC003186,xBlaniac,Sultans,Monarchy,Lunar,N/A,12.44,32,0.281,9,23,1,8258,4120,4138,12,14,36,42,0.286,258.06,0.38,0.44,1.13,1.31
Rival,RSC006951,bEn,Summoned,Destined,Solar,N/A,42.17,26,0.462,12,14,1,7549,4240,3309,15,19,24,59,0.254,290.31,0.58,0.73,0.92,2.27
Rival,RSC006312,Cognitixn,Tardy Tortoises,Speed Demons,Lunar,N/A,68.25,63,0.698,44,19,11,22876,12900,9976,47,48,82,170,0.276,363.11,0.75,0.76,1.30,2.70
Rival,RSC007062,Ice Phoenix,Tardy Tortoises,Speed Demons,Lunar,N/A,70.43,63,0.698,44,19,10,22006,12970,9036,58,46,59,192,0.302,349.30,0.92,0.73,0.94,3.05
Rival,RSC005165,Lucas,Tardy Tortoises,Speed Demons,Lunar,N/A,54.96,8,0.375,3,5,1,2950,1740,1210,4,4,19,19,0.211,368.63,0.50,0.50,2.38,2.38
Rival,RSC007070,ahmedrll,Tardy Tortoises,Speed Demons,Lunar,N/A,101.16,58,0.707,41,17,22,25559,15750,9809,81,33,79,205,0.395,440.67,1.40,0.57,1.36,3.53
Rival,RSC004845,BinBoiz,Timekeeper Taps,5 O'clock Nowhere,Solar,N/A,26.62,40,0.550,22,18,2,10718,5690,5028,25,18,30,79,0.316,267.93,0.63,0.45,0.75,1.98
Rival,RSC006782,Cujo_SZN,Timekeeper Taps,5 O'clock Nowhere,Solar,N/A,53.32,55,0.618,34,21,10,18284,10100,8184,38,36,64,130,0.292,332.42,0.69,0.66,1.16,2.36
Rival,RSC007213,Pythronex,Timekeeper Taps,5 O'clock Nowhere,Solar,N/A,53.53,18,0.611,11,7,4,6178,3410,2768,12,11,25,41,0.293,343.22,0.67,0.61,1.39,2.28
Rival,RSC007303,Sky,Timekeeper Taps,5 O'clock Nowhere,Solar,N/A,70.32,60,0.600,36,24,20,23090,13200,9890,58,31,84,165,0.352,384.82,0.97,0.52,1.40,2.75
Rival,RSC002427,Free.,Toucans,The Jungle,Solar,N/A,12.82,4,4.250,17,23,8,968,6560,-5592,23,21,47,86,0.267,242.00,0.00,0.25,1.25,1.25
Rival,RSC002427,Free.,Toucans,The Jungle,Solar,N/A,-7.31,4,0.250,1,3,0,968,350,618,0,1,5,5,0.000,242.00,0.00,0.25,1.25,1.25
Rival,RSC005691,Dr.Ukulele,Wind,The Elements,Solar,N/A,58.03,58,0.534,31,27,7,20103,11760,8343,54,25,70,161,0.335,346.59,0.93,0.43,1.21,2.78
Rival,RSC005875,SAN x Finesse,Wind,The Elements,Solar,N/A,72.2,58,0.603,35,23,11,21976,12210,9766,40,49,85,151,0.265,378.88,0.69,0.85,1.47,2.60
Rival,RSC003900,Tryhard goblin,Wind,The Elements,Solar,N/A,58.71,56,0.571,32,24,15,19889,11180,8709,42,30,80,148,0.284,355.16,0.75,0.54,1.43,2.64
Rival,RSC004255,avgjohnson,Wind,The Elements,Solar,N/A,26.49,8,0.500,4,4,0,2250,1210,1040,5,4,8,11,0.455,281.25,0.63,0.50,1.00,1.38
Veteran,RSC005664,Chillin,Azalea,Flower Road,Lunar,N/A,66.7,38,0.579,22,16,8,14534,8220,6314,28,34,55,97,0.289,382.47,0.74,0.90,1.45,2.55
Veteran,RSC007315,IntimateYak829,Azalea,Flower Road,Lunar,N/A,72.97,60,0.567,34,26,14,24608,14150,10458,64,32,86,185,0.346,410.12,1.07,0.53,1.43,3.08
Veteran,RSC007288,vTheTankMan,Azalea,Flower Road,Lunar,N/A,48.76,51,0.529,27,24,7,17801,9880,7921,33,33,75,118,0.280,349.02,0.65,0.65,1.47,2.31
Veteran,RSC005633,wntr,Azalea,Flower Road,Lunar,N/A,26.56,33,0.455,15,18,2,9781,5740,4041,20,12,50,64,0.313,296.39,0.61,0.36,1.52,1.94
Veteran,RSC000300,2k,Banshees,The Monster Mash,Lunar,N/A,64.2,60,0.483,29,31,10,21948,13380,8568,63,38,70,168,0.375,365.80,1.05,0.63,1.17,2.80
Veteran,RSC007211,DarthJT5,Banshees,The Monster Mash,Lunar,N/A,31.2,20,0.400,8,12,2,5829,3190,2639,7,14,27,44,0.159,291.45,0.35,0.70,1.35,2.20
Veteran,RSC007183,Frehgrunce,Banshees,The Monster Mash,Lunar,N/A,60.41,53,0.509,27,26,4,18472,10650,7822,45,43,51,145,0.310,348.51,0.85,0.81,0.96,2.74
Veteran,RSC001817,DyLon37,Beached Whales,Whale Defense,Lunar,N/A,33.4,4,7.750,31,23,4,1001,8950,-7949,29,30,72,95,0.305,250.25,0.00,0.75,1.50,1.25
Veteran,RSC001817,DyLon37,Beached Whales,Whale Defense,Lunar,N/A,8.28,4,0.250,1,3,0,1001,500,501,0,3,6,5,0.000,250.25,0.00,0.75,1.50,1.25
Veteran,RSC007147,Blade.RL,Blues,Whale Defense,Lunar,N/A,20.25,37,0.270,10,27,4,10517,5950,4567,21,13,51,65,0.323,284.24,0.57,0.35,1.38,1.76
Veteran,RSC005791,Daulton .,Blues,Whale Defense,Lunar,N/A,34.62,32,0.281,9,23,2,9952,5500,4452,19,19,40,65,0.292,310.97,0.59,0.59,1.25,2.03
Veteran,RSC000037,MD,Blues,Whale Defense,Lunar,N/A,48.01,40,0.050,2,2,1,12960,970,11990,2,3,11,7,0.286,323.98,0.73,0.60,1.03,3.00
Veteran,RSC000037,MD,Blues,Whale Defense,Lunar,N/A,48.85,40,0.300,12,28,3,12960,7350,5610,29,24,41,120,0.242,323.98,0.73,0.60,1.03,3.00
Veteran,RSC004239,Nitro,Blues,Whale Defense,Lunar,N/A,55.51,26,0.308,8,18,3,9736,5830,3906,26,11,41,63,0.413,374.46,1.00,0.42,1.58,2.42
Veteran,RSC005088,Thirteen,Blues,Whale Defense,Lunar,N/A,33.85,27,0.333,9,18,1,8886,4740,4146,16,12,40,54,0.296,329.11,0.59,0.44,1.48,2.00
Veteran,RSC003978,thenio,Bulldozers,Road Work Ahead,Solar,N/A,4.52,4,2.750,11,31,5,872,7100,-6228,27,16,56,80,0.338,218.00,0.25,0.25,1.00,1.75
Veteran,RSC003978,thenio,Bulldozers,Road Work Ahead,Solar,N/A,-4.69,4,0.000,0,4,0,872,420,452,1,1,4,7,0.143,218.00,0.25,0.25,1.00,1.75
Veteran,RSC000035,Feen,Calzones,Fifty-Fifty Pizzeria,Lunar,N/A,44.43,58,0.328,19,39,6,19672,11160,8512,42,29,82,141,0.298,339.17,0.72,0.50,1.41,2.43
Veteran,RSC002010,Heca,Calzones,Fifty-Fifty Pizzeria,Lunar,N/A,36.6,63,0.333,21,42,10,20147,11380,8767,37,36,92,128,0.289,319.79,0.59,0.57,1.46,2.03
Veteran,RSC000290,JimJam,Calzones,Fifty-Fifty Pizzeria,Lunar,N/A,37.28,20,0.300,6,14,1,6259,3790,2469,12,11,32,44,0.273,312.95,0.60,0.55,1.60,2.20
Veteran,RSC004872,JustLaben,Calzones,Fifty-Fifty Pizzeria,Lunar,N/A,45.87,49,0.306,15,34,8,17264,9760,7504,42,17,70,121,0.347,352.31,0.86,0.35,1.43,2.47
Veteran,RSC000926,SlmRnchr,Calzones,Fifty-Fifty Pizzeria,Lunar,N/A,42.81,14,0.286,4,10,0,4452,2310,2142,4,14,18,31,0.129,318.00,0.29,1.00,1.29,2.21
Veteran,RSC003239,Wallaby Gangsta,Care Bears,The Bear Den,,N/A,38.33,33,0.273,9,24,3,10945,5740,5205,26,7,37,94,0.277,331.64,0.79,0.21,1.12,2.85
Veteran,RSC007327,BRICKKKKKKK,Cookie Dough,Creme De Bonte,Solar,N/A,52.4,22,0.727,16,6,3,7871,4380,3491,15,14,33,53,0.283,357.77,0.68,0.64,1.50,2.41
Veteran,RSC000566,Miso,Cookie Dough,Creme De Bonte,Solar,N/A,58.99,20,0.450,9,11,1,6857,4010,2847,19,16,16,51,0.373,342.85,0.95,0.80,0.80,2.55
Veteran,RSC007115,Zoomin,Cookie Dough,Creme De Bonte,Solar,N/A,59.09,48,0.625,30,18,10,18772,10710,8062,36,32,90,101,0.356,391.08,0.75,0.67,1.88,2.10
Veteran,RSC002448,mulaa babyy,Cookie Dough,Creme De Bonte,Solar,N/A,71.25,35,0.600,21,14,8,13825,8420,5405,36,23,54,97,0.371,395.00,1.03,0.66,1.54,2.77
Veteran,RSC003073,perkwee wigglebean,Cookie Dough,Creme De Bonte,Solar,N/A,76.77,58,0.569,33,25,14,23452,14080,9372,59,38,88,188,0.314,404.33,1.02,0.66,1.52,3.24
Veteran,RSC005849,JMac HD,Death Metal,The Pit,Lunar,N/A,34.41,60,0.300,18,42,4,19274,10290,8984,38,24,78,139,0.273,321.23,0.63,0.40,1.30,2.32
Veteran,RSC000785,Scrubbzy,Death Metal,The Pit,Lunar,N/A,-6.26,18,0.389,7,11,1,3933,1670,2263,2,8,17,22,0.091,218.50,0.11,0.44,0.94,1.22
Veteran,RSC000848,WittingHalo64,Death Metal,The Pit,Lunar,N/A,32.19,42,0.262,11,31,2,13007,6910,6097,25,20,50,91,0.275,309.67,0.60,0.48,1.19,2.17
Veteran,RSC005217,orbx-,Death Metal,The Pit,Lunar,N/A,48.16,27,0.259,7,20,4,9482,5670,3812,22,10,45,72,0.306,351.15,0.82,0.37,1.67,2.67
Veteran,RSC005491,Jackowanou,Demo Reels,Production Control Room,Lunar,N/A,63.06,56,0.536,30,26,11,21329,11700,9629,48,42,68,140,0.343,380.86,0.86,0.75,1.21,2.50
Veteran,RSC004917,Nahzey,Demo Reels,Production Control Room,Lunar,N/A,69.78,56,0.554,31,25,12,20914,12930,7984,59,42,67,158,0.373,373.46,1.05,0.75,1.20,2.82
Veteran,RSC004859,Theonlycrow2929,Demo Reels,Production Control Room,Lunar,N/A,65.74,44,0.591,26,18,9,16872,10340,6532,46,24,67,119,0.387,383.45,1.05,0.55,1.52,2.71
Veteran,RSC000796,hoyci,Demo Reels,Production Control Room,Lunar,N/A,34.01,21,0.571,12,9,2,6126,3230,2896,11,14,19,48,0.229,291.71,0.52,0.67,0.91,2.29
Veteran,RSC006446,ACE_Cosplays.TTV,Dump Trucks,Road Work Ahead,Solar,N/A,71.53,64,0.547,35,29,16,25938,14950,10988,58,45,102,180,0.322,405.27,0.91,0.70,1.59,2.81
Veteran,RSC006420,Pullis.,Dump Trucks,Road Work Ahead,Solar,N/A,58.31,32,0.563,18,14,6,12699,7360,5339,28,15,62,71,0.394,396.84,0.88,0.47,1.94,2.22
Veteran,RSC002513,SuperCruz101,Dump Trucks,Road Work Ahead,Solar,N/A,44.07,44,0.591,26,18,6,14505,8500,6005,32,24,62,100,0.320,329.64,0.73,0.55,1.41,2.27
Veteran,RSC006378,depressed vibez,Dump Trucks,Road Work Ahead,Solar,N/A,50.77,32,0.563,18,14,6,11225,6530,4695,27,15,45,83,0.325,350.78,0.84,0.47,1.41,2.59
Veteran,RSC004165,.TOR.,Free Agent,Free Agent,N/A,N/A,59.06,4,0.500,2,2,0,1254,650,604,3,5,0,10,0.300,313.50,0.75,1.25,0.00,2.50
Veteran,RSC005734,Bas Radala,Free Agent,Free Agent,N/A,N/A,49.59,26,0.346,9,17,3,9067,4730,4337,19,14,28,73,0.260,348.73,0.73,0.54,1.08,2.81
Veteran,RSC001202,Clown Sandwich,Free Agent,Free Agent,N/A,N/A,-1.76,12,0.250,3,9,0,2823,1100,1723,4,3,7,20,0.200,235.17,0.33,0.25,0.58,1.67
Veteran,RSC003887,Cundy,Free Agent,Free Agent,N/A,N/A,56.14,63,0.603,38,25,12,23103,12850,10253,49,39,88,160,0.306,366.71,0.78,0.62,1.40,2.54
